Year,State_Code,State_Name,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,GeoLocation,Category,Demographic,Lat,Long
2014,LA,Louisiana,27.9,12.9,50.5,59.0,"(31.312660644, -92.445680071)",Race/Ethnicity,Other,31.312660644, -92.445680071
2012,VA,Virginia,19.8,18.2,21.5,2961.0,"(37.542680674, -78.457890463)",Education,College graduate,37.542680674, -78.457890463
2015,MN,Minnesota,26.7,25.8,27.6,13878.0,"(46.355648736, -94.794200503)",Race/Ethnicity,Non-Hispanic White,46.355648736, -94.794200503
2015,MI,Michigan,36.1,32.0,40.4,791.0,"(44.661319543001, -84.71439027)",Income,"$25,000 - $34,999",44.661319543001, -84.71439027
2013,OH,Ohio,33.3,21.8,47.2,117.0,"(40.060210141, -82.404260056)",Race/Ethnicity,Other,40.060210141, -82.404260056
2011,MA,Massachusetts,24.6,21.9,27.5,2587.0,"(42.27687047, -72.082690675)",Income,"$50,000 - $74,999",42.27687047, -72.082690675
2013,UT,Utah,33.6,20.2,50.2,50.0,"(39.360700171, -111.587130635)",Race/Ethnicity,Non-Hispanic Black,39.360700171, -111.587130635
2013,ID,Idaho,32.1,27.4,37.1,655.0,"(43.682630005, -114.363730042)",Age (years),35 - 44,43.682630005, -114.363730042
2012,FL,Florida,28.0,23.7,32.7,768.0,"(28.932040377, -81.928960539)",Age (years),35 - 44,28.932040377, -81.928960539
2013,NC,North Carolina,43.8,31.7,56.8,379.0,"(35.466220975, -79.159250463)",Race/Ethnicity,American Indian/Alaska Native,35.466220975, -79.159250463
2014,NV,Nevada,29.7,23.7,36.5,348.0,"(39.49324039, -117.071840564)",Age (years),25 - 34,39.49324039, -117.071840564
2012,CT,Connecticut,26.5,24.3,28.9,2625.0,"(41.56266102, -72.649840952)",Age (years),65 or older,41.56266102, -72.649840952
2011,WY,Wyoming,26.0,20.1,32.9,258.0,"(43.235541343, -108.109830353)",Race/Ethnicity,Hispanic,43.235541343, -108.109830353
2014,CT,Connecticut,20.1,18.4,21.9,3495.0,"(41.56266102, -72.649840952)",Education,College graduate,41.56266102, -72.649840952
2015,CA,California,22.2,20.9,23.6,5890.0,"(37.638640123, -120.999999538)",Race/Ethnicity,Non-Hispanic White,37.638640123, -120.999999538
2014,ME,Maine,28.1,26.8,29.5,8259.0,"(45.254228894001, -68.985031336)",Race/Ethnicity,Non-Hispanic White,45.254228894001, -68.985031336
2011,AZ,Arizona,34.2,25.1,44.7,270.0,"(34.86597028, -111.763811277)",Race/Ethnicity,American Indian/Alaska Native,34.86597028, -111.763811277
2015,RI,Rhode Island,24.9,22.0,28.0,1387.0,"(41.708280193, -71.522470314)",Education,Some college or technical school,41.708280193, -71.522470314
2011,IA,Iowa,29.1,26.9,31.3,2363.0,"(42.469400913, -93.816490556)",Age (years),65 or older,42.469400913, -93.816490556
2013,DC,District of Columbia,20.6,17.8,23.7,1914.0,"(38.890371385, -77.031961127)",Gender,Male,38.890371385, -77.031961127
2011,ME,Maine,31.7,28.5,35.2,1537.0,"(45.254228894001, -68.985031336)",Income,"Less than $15,000",45.254228894001, -68.985031336
2015,GA,Georgia,16.0,11.2,22.3,201.0,"(32.839681093, -83.627580346)",Age (years),18 - 24,32.839681093, -83.627580346
2015,AL,Alabama,36.5,32.2,41.0,843.0,"(32.840571122, -86.631860762)",Income,"$35,000 - $49,999",32.840571122, -86.631860762
2011,TN,Tennessee,36.5,28.5,45.4,677.0,"(35.68094058, -85.774490914)",Income,"Less than $15,000",35.68094058, -85.774490914
2014,NE,Nebraska,52.9,40.0,65.4,183.0,"(41.641040988001, -99.365720623)",Race/Ethnicity,American Indian/Alaska Native,41.641040988001, -99.365720623
2014,CA,California,13.3,10.7,16.4,735.0,"(37.638640123, -120.999999538)",Age (years),18 - 24,37.638640123, -120.999999538
2014,WV,West Virginia,35.7,34.2,37.2,5846.0,"(38.665510202, -80.712640135)",Total,Total,38.665510202, -80.712640135
2011,AL,Alabama,33.8,31.0,36.8,1925.0,"(32.840571122, -86.631860762)",Education,Some college or technical school,32.840571122, -86.631860762
2014,PA,Pennsylvania,35.0,31.6,38.6,1653.0,"(40.793730152, -77.860700294)",Income,"$15,000 - $24,999",40.793730152, -77.860700294
2012,NY,New York,28.7,25.2,32.4,1092.0,"(42.827001032, -75.543970427)",Age (years),55 - 64,42.827001032, -75.543970427
2012,WI,Wisconsin,30.9,26.1,36.2,591.0,"(44.393191174, -89.816370742)",Age (years),35 - 44,44.393191174, -89.816370742
2011,GA,Georgia,29.5,27.0,32.1,2685.0,"(32.839681093, -83.627580346)",Education,High school graduate,32.839681093, -83.627580346
2015,UT,Utah,25.8,24.0,27.5,3303.0,"(39.360700171, -111.587130635)",Education,Some college or technical school,39.360700171, -111.587130635
2013,MN,Minnesota,27.9,24.6,31.5,1847.0,"(46.355648736, -94.794200503)",Age (years),35 - 44,46.355648736, -94.794200503
2014,KS,Kansas,28.7,27.2,30.3,4188.0,"(38.3477403, -98.200781227)",Age (years),65 or older,38.3477403, -98.200781227
2011,UT,Utah,26.2,23.7,28.9,2045.0,"(39.360700171, -111.587130635)",Income,"$50,000 - $74,999",39.360700171, -111.587130635
2013,KS,Kansas,31.7,29.7,33.8,3129.0,"(38.3477403, -98.200781227)",Income,"$35,000 - $49,999",38.3477403, -98.200781227
2012,ND,North Dakota,31.1,27.0,35.5,715.0,"(47.475319779, -100.118421049)",Income,"$50,000 - $74,999",47.475319779, -100.118421049
2013,HI,Hawaii,26.0,22.2,30.2,1098.0,"(21.304850435, -157.857749403)",Income,"$15,000 - $24,999",21.304850435, -157.857749403
2015,OR,Oregon,33.9,29.4,38.8,671.0,"(44.567449424, -120.155031326)",Income,"$15,000 - $24,999",44.567449424, -120.155031326
2015,MI,Michigan,34.9,26.8,43.9,170.0,"(44.661319543001, -84.71439027)",Race/Ethnicity,2 or more races,44.661319543001, -84.71439027
2014,OK,Oklahoma,35.5,29.6,41.9,331.0,"(35.472031356, -97.521070214)",Race/Ethnicity,Hispanic,35.472031356, -97.521070214
2014,DE,Delaware,31.5,25.6,38.1,348.0,"(39.008830667, -75.577741168)",Income,"$25,000 - $34,999",39.008830667, -75.577741168
2014,WA,Washington,7.0,4.3,11.2,292.0,"(47.522278629, -120.47001079)",Race/Ethnicity,Asian,47.522278629, -120.47001079
2015,OH,Ohio,31.1,29.0,33.2,4597.0,"(40.060210141, -82.404260056)",Gender,Male,40.060210141, -82.404260056
2011,NE,Nebraska,29.8,26.0,34.0,869.0,"(41.641040988001, -99.365720623)",Race/Ethnicity,Hispanic,41.641040988001, -99.365720623
2013,NM,New Mexico,29.5,26.6,32.7,1764.0,"(34.520880952, -106.240580985)",Income,"$15,000 - $24,999",34.520880952, -106.240580985
2013,TN,Tennessee,39.8,35.5,44.2,938.0,"(35.68094058, -85.774490914)",Age (years),45 - 54,35.68094058, -85.774490914
2013,MT,Montana,30.3,27.2,33.5,1470.0,"(47.066528972, -109.424420645)",Age (years),45 - 54,47.066528972, -109.424420645
2012,WI,Wisconsin,30.1,23.3,37.8,484.0,"(44.393191174, -89.816370742)",Income,Data not reported,44.393191174, -89.816370742
2012,WA,Washington,29.7,27.2,32.3,2356.0,"(47.522278629, -120.47001079)",Income,"$50,000 - $74,999",47.522278629, -120.47001079
2014,GA,Georgia,26.4,22.2,31.1,800.0,"(32.839681093, -83.627580346)",Income,Data not reported,32.839681093, -83.627580346
2014,TN,Tennessee,40.5,35.0,46.3,650.0,"(35.68094058, -85.774490914)",Income,"Less than $15,000",35.68094058, -85.774490914
2013,ME,Maine,27.2,25.1,29.4,2718.0,"(45.254228894001, -68.985031336)",Age (years),65 or older,45.254228894001, -68.985031336
2014,AL,Alabama,35.4,32.8,38.2,2622.0,"(32.840571122, -86.631860762)",Education,High school graduate,32.840571122, -86.631860762
2013,SD,South Dakota,27.7,23.3,32.6,829.0,"(44.353130053, -100.373530637)",Age (years),25 - 34,44.353130053, -100.373530637
2015,FL,Florida,33.8,30.5,37.4,1194.0,"(28.932040377, -81.928960539)",Age (years),45 - 54,28.932040377, -81.928960539
2015,WV,West Virginia,33.8,31.8,35.8,2903.0,"(38.665510202, -80.712640135)",Gender,Female,38.665510202, -80.712640135
2014,AR,Arkansas,38.0,32.1,44.1,403.0,"(34.748650124, -92.274490743)",Age (years),35 - 44,34.748650124, -92.274490743
2013,RI,Rhode Island,21.2,19.2,23.3,2442.0,"(41.708280193, -71.522470314)",Education,College graduate,41.708280193, -71.522470314
2014,OH,Ohio,42.1,37.1,47.1,1037.0,"(40.060210141, -82.404260056)",Income,"Less than $15,000",40.060210141, -82.404260056
2011,UT,Utah,18.9,16.1,22.2,1399.0,"(39.360700171, -111.587130635)",Income,Data not reported,39.360700171, -111.587130635
2015,TX,Texas,36.5,33.1,40.1,2627.0,"(31.827240407, -99.426770206)",Age (years),55 - 64,31.827240407, -99.426770206
2015,VA,Virginia,29.2,24.9,34.1,701.0,"(37.542680674, -78.457890463)",Income,"$25,000 - $34,999",37.542680674, -78.457890463
2011,VT,Vermont,28.7,25.8,31.8,1324.0,"(43.625381239, -72.517640791)",Age (years),45 - 54,43.625381239, -72.517640791
2014,IL,Illinois,33.0,29.7,36.5,1244.0,"(40.485010283, -88.997710178)",Education,High school graduate,40.485010283, -88.997710178
2015,NE,Nebraska,27.9,25.8,30.0,4077.0,"(41.641040988001, -99.365720623)",Income,"$75,000 or greater",41.641040988001, -99.365720623
2015,MA,Massachusetts,25.2,22.6,27.9,2430.0,"(42.27687047, -72.082690675)",Age (years),65 or older,42.27687047, -72.082690675
2015,AK,Alaska,29.1,20.4,39.7,144.0,"(64.845079957001, -147.722059036)",Race/Ethnicity,2 or more races,64.845079957001, -147.722059036
2015,ME,Maine,30.2,26.1,34.6,874.0,"(45.254228894001, -68.985031336)",Income,"$25,000 - $34,999",45.254228894001, -68.985031336
2011,NM,New Mexico,21.1,17.9,24.7,1038.0,"(34.520880952, -106.240580985)",Income,Data not reported,34.520880952, -106.240580985
2015,ND,North Dakota,27.1,24.8,29.5,2446.0,"(47.475319779, -100.118421049)",Gender,Female,47.475319779, -100.118421049
2013,ND,North Dakota,33.4,30.8,36.0,2401.0,"(47.475319779, -100.118421049)",Education,Some college or technical school,47.475319779, -100.118421049
2014,AL,Alabama,20.4,16.5,25.1,409.0,"(32.840571122, -86.631860762)",Age (years),18 - 24,32.840571122, -86.631860762
2012,CT,Connecticut,28.0,24.9,31.4,1132.0,"(41.56266102, -72.649840952)",Age (years),35 - 44,41.56266102, -72.649840952
2014,KY,Kentucky,33.2,28.8,38.0,1137.0,"(37.645970271, -84.774971048)",Education,Less than high school,37.645970271, -84.774971048
2014,WY,Wyoming,27.0,23.5,30.7,1761.0,"(43.235541343, -108.109830353)",Education,High school graduate,43.235541343, -108.109830353
2012,VA,Virginia,32.5,29.4,35.7,1290.0,"(37.542680674, -78.457890463)",Age (years),45 - 54,37.542680674, -78.457890463
2014,MD,Maryland,31.1,26.3,36.2,682.0,"(39.290580964, -76.609260111)",Age (years),25 - 34,39.290580964, -76.609260111
2014,AZ,Arizona,6.6,3.3,12.7,198.0,"(34.86597028, -111.763811277)",Race/Ethnicity,Asian,34.86597028, -111.763811277
2012,OK,Oklahoma,35.0,31.8,38.3,1458.0,"(35.472031356, -97.521070214)",Income,"$15,000 - $24,999",35.472031356, -97.521070214
2014,MD,Maryland,36.4,29.2,44.3,619.0,"(39.290580964, -76.609260111)",Income,"Less than $15,000",39.290580964, -76.609260111
2014,WV,West Virginia,35.3,33.1,37.6,2555.0,"(38.665510202, -80.712640135)",Gender,Male,38.665510202, -80.712640135
2015,CT,Connecticut,29.5,27.2,31.8,2567.0,"(41.56266102, -72.649840952)",Age (years),55 - 64,41.56266102, -72.649840952
2014,MI,Michigan,16.7,10.4,25.6,123.0,"(44.661319543001, -84.71439027)",Race/Ethnicity,Asian,44.661319543001, -84.71439027
2012,AK,Alaska,25.9,23.4,28.6,1957.0,"(64.845079957001, -147.722059036)",Gender,Male,64.845079957001, -147.722059036
2014,KY,Kentucky,24.6,21.1,28.4,1508.0,"(37.645970271, -84.774971048)",Income,Data not reported,37.645970271, -84.774971048
2014,MS,Mississippi,42.6,37.1,48.3,440.0,"(32.745510099, -89.538030825)",Age (years),35 - 44,32.745510099, -89.538030825
2011,ND,North Dakota,27.0,24.1,30.0,1192.0,"(47.475319779, -100.118421049)",Income,"$75,000 or greater",47.475319779, -100.118421049
2015,CT,Connecticut,28.9,26.6,31.3,2598.0,"(41.56266102, -72.649840952)",Education,High school graduate,41.56266102, -72.649840952
2014,CT,Connecticut,30.7,25.7,36.1,463.0,"(41.56266102, -72.649840952)",Education,Less than high school,41.56266102, -72.649840952
2013,OH,Ohio,30.0,28.2,31.8,4701.0,"(40.060210141, -82.404260056)",Gender,Male,40.060210141, -82.404260056
2015,UT,Utah,22.0,19.3,24.9,1468.0,"(39.360700171, -111.587130635)",Income,Data not reported,39.360700171, -111.587130635
2013,MN,Minnesota,28.2,17.6,41.9,125.0,"(46.355648736, -94.794200503)",Race/Ethnicity,American Indian/Alaska Native,46.355648736, -94.794200503
2012,IN,Indiana,29.3,27.2,31.5,2645.0,"(39.766910452, -86.149960194)",Age (years),65 or older,39.766910452, -86.149960194
2012,OK,Oklahoma,26.8,24.8,29.0,2558.0,"(35.472031356, -97.521070214)",Age (years),65 or older,35.472031356, -97.521070214
2015,ID,Idaho,34.6,30.9,38.6,1192.0,"(43.682630005, -114.363730042)",Age (years),55 - 64,43.682630005, -114.363730042
2011,HI,Hawaii,25.0,21.7,28.5,1251.0,"(21.304850435, -157.857749403)",Age (years),45 - 54,21.304850435, -157.857749403
2014,MS,Mississippi,35.9,30.1,42.1,468.0,"(32.745510099, -89.538030825)",Income,"$25,000 - $34,999",32.745510099, -89.538030825
2011,WV,West Virginia,39.7,36.2,43.4,918.0,"(38.665510202, -80.712640135)",Age (years),45 - 54,38.665510202, -80.712640135
2011,SC,South Carolina,35.5,32.9,38.2,2886.0,"(33.998821303, -81.045371207)",Age (years),55 - 64,33.998821303, -81.045371207
2015,MN,Minnesota,21.3,19.1,23.8,2046.0,"(46.355648736, -94.794200503)",Income,Data not reported,46.355648736, -94.794200503
2015,MA,Massachusetts,26.8,23.0,30.9,925.0,"(42.27687047, -72.082690675)",Income,"$50,000 - $74,999",42.27687047, -72.082690675
2015,SC,South Carolina,32.5,28.7,36.5,1055.0,"(33.998821303, -81.045371207)",Income,"$25,000 - $34,999",33.998821303, -81.045371207
2014,TN,Tennessee,32.4,27.6,37.6,836.0,"(35.68094058, -85.774490914)",Income,"$15,000 - $24,999",35.68094058, -85.774490914
2013,HI,Hawaii,18.7,17.0,20.6,4024.0,"(21.304850435, -157.857749403)",Gender,Female,21.304850435, -157.857749403
2014,VA,Virginia,20.0,16.1,24.5,400.0,"(37.542680674, -78.457890463)",Age (years),18 - 24,37.542680674, -78.457890463
2013,CO,Colorado,23.3,20.2,26.7,1209.0,"(38.843840757, -106.133610921)",Income,"$25,000 - $34,999",38.843840757, -106.133610921
2012,CO,Colorado,19.8,18.5,21.2,6399.0,"(38.843840757, -106.133610921)",Gender,Female,38.843840757, -106.133610921
2015,CO,Colorado,18.2,15.4,21.3,1762.0,"(38.843840757, -106.133610921)",Income,Data not reported,38.843840757, -106.133610921
2013,ME,Maine,31.5,29.2,33.8,2502.0,"(45.254228894001, -68.985031336)",Education,High school graduate,45.254228894001, -68.985031336
2015,GA,Georgia,32.3,29.7,34.9,2517.0,"(32.839681093, -83.627580346)",Gender,Female,32.839681093, -83.627580346
2012,MA,Massachusetts,24.6,23.3,26.0,8322.0,"(42.27687047, -72.082690675)",Gender,Male,42.27687047, -72.082690675
2012,ME,Maine,19.7,18.2,21.3,3469.0,"(45.254228894001, -68.985031336)",Education,College graduate,45.254228894001, -68.985031336
2014,AL,Alabama,28.0,24.8,31.4,1530.0,"(32.840571122, -86.631860762)",Income,Data not reported,32.840571122, -86.631860762
2011,WY,Wyoming,24.6,20.8,28.9,932.0,"(43.235541343, -108.109830353)",Income,"$15,000 - $24,999",43.235541343, -108.109830353
2014,KY,Kentucky,18.5,9.6,32.8,103.0,"(37.645970271, -84.774971048)",Race/Ethnicity,Hispanic,37.645970271, -84.774971048
2011,KY,Kentucky,35.6,31.3,40.2,1200.0,"(37.645970271, -84.774971048)",Income,"$15,000 - $24,999",37.645970271, -84.774971048
2014,HI,Hawaii,17.4,13.6,21.9,660.0,"(21.304850435, -157.857749403)",Income,Data not reported,21.304850435, -157.857749403
2012,NJ,New Jersey,22.5,14.7,33.0,144.0,"(40.130570048, -74.273691288)",Race/Ethnicity,Other,40.130570048, -74.273691288
2014,OR,Oregon,31.7,28.9,34.7,1543.0,"(44.567449424, -120.155031326)",Education,Some college or technical school,44.567449424, -120.155031326
2012,NH,New Hampshire,26.5,24.4,28.8,2548.0,"(43.655950113, -71.50036092)",Age (years),65 or older,43.655950113, -71.50036092
2015,LA,Louisiana,39.8,36.0,43.7,993.0,"(31.312660644, -92.445680071)",Age (years),55 - 64,31.312660644, -92.445680071
2011,KS,Kansas,25.6,24.1,27.2,4436.0,"(38.3477403, -98.200781227)",Income,"$75,000 or greater",38.3477403, -98.200781227
2014,AK,Alaska,28.0,23.4,33.2,519.0,"(64.845079957001, -147.722059036)",Age (years),25 - 34,64.845079957001, -147.722059036
2012,OK,Oklahoma,35.7,33.0,38.5,1702.0,"(35.472031356, -97.521070214)",Age (years),55 - 64,35.472031356, -97.521070214
2014,WI,Wisconsin,26.3,21.5,31.8,586.0,"(44.393191174, -89.816370742)",Income,Data not reported,44.393191174, -89.816370742
2013,OK,Oklahoma,32.5,31.2,33.9,7875.0,"(35.472031356, -97.521070214)",Total,Total,35.472031356, -97.521070214
2013,ND,North Dakota,29.3,26.8,31.8,2352.0,"(47.475319779, -100.118421049)",Age (years),65 or older,47.475319779, -100.118421049
2013,MA,Massachusetts,21.4,20.0,22.9,8085.0,"(42.27687047, -72.082690675)",Gender,Female,42.27687047, -72.082690675
2011,MS,Mississippi,37.3,35.5,39.1,5442.0,"(32.745510099, -89.538030825)",Gender,Female,32.745510099, -89.538030825
2013,AZ,Arizona,13.4,9.0,19.6,232.0,"(34.86597028, -111.763811277)",Age (years),18 - 24,34.86597028, -111.763811277
2013,TX,Texas,9.5,5.8,15.2,227.0,"(31.827240407, -99.426770206)",Race/Ethnicity,Asian,31.827240407, -99.426770206
2013,NY,New York,30.0,26.7,33.6,1129.0,"(42.827001032, -75.543970427)",Race/Ethnicity,Hispanic,42.827001032, -75.543970427
2014,UT,Utah,20.1,17.9,22.5,1715.0,"(39.360700171, -111.587130635)",Income,Data not reported,39.360700171, -111.587130635
2015,NC,North Carolina,31.3,29.3,33.3,3310.0,"(35.466220975, -79.159250463)",Gender,Female,35.466220975, -79.159250463
2014,AR,Arkansas,45.1,39.3,51.2,723.0,"(34.748650124, -92.274490743)",Race/Ethnicity,Non-Hispanic Black,34.748650124, -92.274490743
2014,FL,Florida,29.5,25.3,34.1,669.0,"(28.932040377, -81.928960539)",Education,Less than high school,28.932040377, -81.928960539
2012,OH,Ohio,24.3,22.5,26.1,3698.0,"(40.060210141, -82.404260056)",Education,College graduate,40.060210141, -82.404260056
2012,WI,Wisconsin,29.6,26.9,32.4,2199.0,"(44.393191174, -89.816370742)",Gender,Male,44.393191174, -89.816370742
2013,VA,Virginia,31.8,28.8,34.8,1467.0,"(37.542680674, -78.457890463)",Age (years),45 - 54,37.542680674, -78.457890463
2012,WI,Wisconsin,29.5,26.0,33.2,1565.0,"(44.393191174, -89.816370742)",Age (years),65 or older,44.393191174, -89.816370742
2011,LA,Louisiana,23.0,14.5,34.5,106.0,"(31.312660644, -92.445680071)",Race/Ethnicity,2 or more races,31.312660644, -92.445680071
2014,OR,Oregon,25.0,20.6,30.1,518.0,"(44.567449424, -120.155031326)",Income,"$25,000 - $34,999",44.567449424, -120.155031326
2013,IL,Illinois,15.8,11.4,21.4,359.0,"(40.485010283, -88.997710178)",Age (years),18 - 24,40.485010283, -88.997710178
2012,SD,South Dakota,29.3,25.3,33.6,1087.0,"(44.353130053, -100.373530637)",Income,"$15,000 - $24,999",44.353130053, -100.373530637
2014,OK,Oklahoma,40.0,37.0,43.2,1224.0,"(35.472031356, -97.521070214)",Age (years),45 - 54,35.472031356, -97.521070214
2015,CO,Colorado,21.5,18.3,25.0,1542.0,"(38.843840757, -106.133610921)",Income,"$35,000 - $49,999",38.843840757, -106.133610921
2013,CA,California,25.4,22.1,29.1,1178.0,"(37.638640123, -120.999999538)",Income,"$35,000 - $49,999",37.638640123, -120.999999538
2014,KS,Kansas,33.0,30.6,35.5,1955.0,"(38.3477403, -98.200781227)",Income,"$50,000 - $74,999",38.3477403, -98.200781227
2013,WY,Wyoming,30.4,25.9,35.2,929.0,"(43.235541343, -108.109830353)",Income,"$15,000 - $24,999",43.235541343, -108.109830353
2015,FL,Florida,28.3,26.0,30.7,2643.0,"(28.932040377, -81.928960539)",Education,Some college or technical school,28.932040377, -81.928960539
2015,IL,Illinois,37.0,33.5,40.7,1034.0,"(40.485010283, -88.997710178)",Age (years),55 - 64,40.485010283, -88.997710178
2013,MD,Maryland,27.0,25.0,29.0,4053.0,"(39.290580964, -76.609260111)",Age (years),65 or older,39.290580964, -76.609260111
2015,NV,Nevada,30.6,25.7,35.9,743.0,"(39.49324039, -117.071840564)",Education,High school graduate,39.49324039, -117.071840564
2011,IA,Iowa,29.0,27.6,30.3,6898.0,"(42.469400913, -93.816490556)",Total,Total,42.469400913, -93.816490556
2012,VA,Virginia,38.3,34.5,42.2,976.0,"(37.542680674, -78.457890463)",Race/Ethnicity,Non-Hispanic Black,37.542680674, -78.457890463
2012,CO,Colorado,23.7,20.1,27.7,953.0,"(38.843840757, -106.133610921)",Income,"Less than $15,000",38.843840757, -106.133610921
